열1,text,original,pos,pos_word,neg,neg_word,senti_score,sigmoid,predict,일치여부
450,얼마 전에 아내가 하늘나라로 떠났어. 세상에 혼자 남겨진 기분이야.,부정,1,['기분'],1,['혼자'],0,0.500 ,부정,O
451,쉬는 시간에 매점에 갔다가 돌아오니 나쁜 애들이 내 사물함을 뒤지고 있어서 화가 났어.,부정,0,[],1,['화'],-1,0.269 ,부정,O
452,남편이 천식에 좋은 차를 매일 타주고 있어.,중립,0,[],0,[],0,0.500 ,부정,X
453,아빠는 일을 쉬고 여전히 집에서 놀고 있어.,부정,0,[],0,[],0,0.500 ,부정,O
454,선생님이 나의 고민을 아시고 나를 부르셨어.,중립,0,[],1,['고민'],-1,0.269 ,부정,X
455,시험이 연기되다니 이거 실화야?,부정,0,[],0,[],0,0.500 ,부정,O
456,여자 친구가 나보고 헤어지자 했어. 너무 좌절스러워.,부정,1,['친구'],0,[],1,0.731 ,긍정,X
457,내가 집안일을 돕는다고 하면 친구들이 우습게 볼 것 같아 말을 안 했어.,부정,1,['친구'],1,['안'],0,0.500 ,부정,O
458,부모님께 받은 학원 비를 옷 사는데 쓰고 학원 등록을 하지 않았는데 걸릴까봐 불안해,부정,0,[],0,[],0,0.500 ,부정,O
459,이번 프로젝트에서 내가 발표 실수를 해서 우리 팀이 감점을 받아서 너무 미안해.,부정,0,[],2,"['실수', '미안']",-2,0.119 ,부정,O
460,병원서 검진 받았는데 아이가 건강하게 태어나겠다고 의사 선생님이 그랬어.,긍정,1,['건강'],0,[],1,0.731 ,긍정,O
461,해외 연예인이 이번에 출산했는데 이와 관련해서 악의적인 루머가 인터넷에 돌고 있어.,부정,0,[],0,[],0,0.500 ,부정,O
462,박 사장이 알고 보니 사기꾼이었어. 그동안 믿고 투자한 거 생각하면 화가 나.,부정,0,[],1,['화'],-1,0.269 ,부정,O
463,오랜만에 친구랑 브런치 먹으면서 망중한을 즐겼어.,긍정,2,"['오랜만', '친구']",0,[],2,0.881 ,긍정,O
464,저번에 내가 나섰던 일이 잘 해결됐어.,긍정,1,['잘'],0,[],1,0.731 ,긍정,O
465,나 대인관계가 너무 성가신 것 같아.,부정,0,[],0,[],0,0.500 ,부정,O
466,학교에서 갑자기 친구가 아빠는 무슨 일을 하냐고 물어봤는데 사실대로 말하지 못하고 거짓말을 했어.,부정,1,['친구'],1,['갑자기'],0,0.500 ,부정,O
467,내가 험담을 했다니 억울해.,부정,0,[],2,"['험담', '억울']",-2,0.119 ,부정,O
468,올해도 가족 여행에 나만 참석하지 못해서 정말 아쉬워. 기대를 많이 했었는데 말이야.,부정,2,"['가족', '여행']",0,[],2,0.881 ,긍정,X
469,지난 검진 결과가 좋아서 기대하고 갔는데 다시 나빠졌다는군.,부정,0,[],0,[],0,0.500 ,부정,O
470,대학이 우선이라는 걸 딸이 잘 듣지 않는 것 같아 답답해.,부정,0,[],0,[],0,0.500 ,부정,O
471,입사 후 많은 걸 배울 줄 알았는데 아직도 커피 타고 복사만 하고 있어서 너무 힘들어.,부정,0,[],0,[],0,0.500 ,부정,O
472,노후를 대비할 생각에 구역질이 나네.,부정,0,[],1,['구역질'],-1,0.269 ,부정,O
473,나 빼고 전부 결혼했어. 모임에 나갔더니 나만 혼자야. ,부정,0,[],1,['혼자'],-1,0.269 ,부정,O
474,아들이 사춘기인지 나와 대화를 하지 않아.,부정,0,[],0,[],0,0.500 ,부정,O
475,이 동네의 내 또래 노인들은 다 성격이 유쾌해서 지내기가 너무 좋아.,긍정,0,[],0,[],0,0.500 ,부정,X
476,조퇴하고 집에 가니 와이프가 다른 남자랑 입술을 부비고 있었어.,부정,0,[],0,[],0,0.500 ,부정,O
477,건강에 환멸을 느껴.,부정,1,['건강'],0,[],1,0.731 ,긍정,X
478,친구가 남자친구랑 해외여행을 가서 매일 사진을 올리고 있어. 나는 일에 치여서 남자친구 보기도 힘들고 휴가고 뭐고 아무것도 없는데 친구가 부러워서 질투가 나.,부정,6,"['친구', '친구', '해외여행', '친구', '휴가', '친구']",2,"['아무것', '질투']",4,0.982 ,긍정,X
479,책을 안 가지고 와버렸는데 어떻게 해야 할지 모르겠고 당황스러워.,부정,0,[],2,"['안', '당황']",-2,0.119 ,부정,O
480,결혼 처음에는 아내가 해준 밥이 좋았는데 지금은 같은 것만 먹다보니 지겨워.,부정,0,[],0,[],0,0.500 ,부정,O
481,그렇게 나를 힘들게 하던 시어머니가 돌아가셨어.,부정,0,[],0,[],0,0.500 ,부정,O
482,여자친구 집안에서 내가 부모가 없다고 결혼을 반대하셔.,부정,1,['친구'],0,[],1,0.731 ,긍정,X
483,누나랑 같이 다닐 때 사람들이 누나와 나를 자꾸 번갈아 쳐다보는 것 같아서 기분 나빠.,부정,1,['기분'],0,[],1,0.731 ,긍정,X
484,소개 받은 여자에게 연애 하는데 부끄러움이 많아서 좋은 감정을 잘 표현 못 하고 있어.,중립,2,"['연애', '잘']",1,['못'],1,0.731 ,긍정,X
485,항상 주변 사람들이 나를 아껴주는 것이 느껴져서 감사하고 기뻐.,긍정,1,['감사'],0,[],1,0.731 ,긍정,O
486,직장에서 이런 일이 일어나면 안 되는 거 아닌가. 난 사장을 믿고 존경했는데 배신당한 느낌이야.,부정,0,[],2,"['안', '당하']",-2,0.119 ,부정,O
487,오늘 별관에서 투석 치료받고 오는 길에 오만 원 주웠어.,중립,0,[],0,[],0,0.500 ,부정,X
488,결혼 생활이 너무 행복해.,긍정,0,[],0,[],0,0.500 ,부정,X
489,남은 대출금을 갚아야 하는데 그 금액을 볼 때 마다 너무 화가나고 짜증나.,부정,0,[],1,['화'],-1,0.269 ,부정,O
490,요새 회사생활 해보니 고래 싸움에 새우 등 터진다는 게 무슨 뜻인지 알 거 같아.,부정,0,[],0,[],0,0.500 ,부정,O
491,다행이 내일이 적금 만기일인데 다음 주 수술비를 다 낼 수 있게 돼서 기쁘구먼.,긍정,1,['다행히'],1,['수술비'],0,0.500 ,부정,X
492,어제 범죄 뉴스 봤어? 이런 세상에 어떻게 아이를 낳을 수 있을까.,부정,0,[],0,[],0,0.500 ,부정,O
493,우리 신입은 오늘도 그냥 넘어가는 법이 없어.,부정,0,[],0,[],0,0.500 ,부정,O
494,나는 탁구를 정말 좋아하는데 요즘 몸이 잘 따라주지 않아서 걱정이야.,부정,0,[],1,['걱정'],-1,0.269 ,부정,O
495,하필 병원 진료 예약이 있는 날 몸이 너무 피곤해서 예약을 미뤄야 했다는 게 성가셔.,부정,0,[],0,[],0,0.500 ,부정,O
496,친구 장례식장에 갔는데 아들놈이 상주 노릇은 안 하고 술만 퍼마시더라. 한심해.,부정,1,['친구'],1,['안'],0,0.500 ,부정,O
497,기본적으로 필요한 컴퓨터 자격증도 안 따서 취업하기가 너무 힘들어.,부정,0,[],1,['안'],-1,0.269 ,부정,O
498,건강하기만 하면 뭐 해. 모아 둔 돈도 없고 자식도 없어서 외롭고 억울하기만 해.,부정,1,['건강'],1,['억울'],0,0.500 ,부정,O
499,어제 회사에서 부당한 지시를 받았어.,부정,0,[],1,['부당'],-1,0.269 ,부정,O
500,요즘 공부를 열심히 한다고 선생님께 칭찬받았어.,긍정,2,"['열심히', '칭찬']",0,[],2,0.881 ,긍정,O
501,직장에서 아직도 보고서를 제출하지 못했어. 내가 너무 한심해.,부정,0,[],0,[],0,0.500 ,부정,O
502,예전에 잘나가던 시절 아는 사람들과 마주치고 싶지 않아.,부정,0,[],0,[],0,0.500 ,부정,O
503,어쩌면 좋지? 너무 괴로운 일이 있어.,부정,0,[],0,[],0,0.500 ,부정,O
504,이번에 지원한 회사에서 합격 통보를 받아서 기분이 좋았는데 돌연 합격을 취소시켰어.,부정,3,"['합격', '기분', '합격']",0,[],3,0.953 ,긍정,X
505,내 주변 친구들이 하나둘 시집가니깐 너무 불안해. 나도 빨리 가야 할 것만 같아.,부정,1,['친구'],1,['빨리'],0,0.500 ,부정,O
506,은퇴하고 만성질환으로 몸이 안 좋아.,부정,0,[],2,"['만성질환', '안']",-2,0.119 ,부정,O
507,나는 참 외로워. 이러다가 우울증 걸리겠어.,부정,0,[],1,['우울증'],-1,0.269 ,부정,O
508,한 명 남은 친구가 암에 걸렸다는 소식을 들었는데 세상에서 고립된 느낌이네.,부정,1,['친구'],1,['암'],0,0.500 ,부정,O
509,참 우리 가족들은 별일도 아닌데 동네잔치까지 열고. 좀 부끄럽긴 해도 기분이 좋더라.,긍정,2,"['가족', '기분']",0,[],2,0.881 ,긍정,O
510,사업에 대한 꿈을 못 버린 큰 아들이 자꾸만 금전적으로 사고를 쳐.,부정,0,[],1,['못'],-1,0.269 ,부정,O
511,친한 언니와 여행을 가기로 했는데 약속이 갑자기 취소되어서 화가 나.,부정,1,['여행'],2,"['갑자기', '화']",-1,0.269 ,부정,O
512,엄마가 내 장래 희망을 갑자기 반대하셔서 당황스러워. 난 이 꿈 만을 보고 살아왔는데.,부정,0,[],2,"['갑자기', '당황']",-2,0.119 ,부정,O
513,내가 시댁하고 속상한 일이 생기면 남편은 시댁의 편만 들어서 서운해.,부정,0,[],0,[],0,0.500 ,부정,O
514,직장 일 때문에 너무 힘들어. 출근할 생각만 해도 머리가 아파.,부정,0,[],0,[],0,0.500 ,부정,O
515,강 씨는 내가 못 먹는 거 뻔히 알면서. 내 앞에서 쩝쩝 대고 먹는 꼴이 너무 보기 싫고 미워.,부정,0,[],1,['못'],-1,0.269 ,부정,O
516,부모님이 안 계셔서 동생들을 나 혼자 책임져야 하는데 너무 힘들어.,부정,0,[],2,"['안', '혼자']",-2,0.119 ,부정,O
517,아침에 눈을 뜨면 출근하기 싫다는 생각만 나.,부정,0,[],0,[],0,0.500 ,부정,O
518,우리 집은 왜 이렇게 가난한지 모르겠어. 나는 저축이 왜 힘든 거지.,부정,0,[],2,"['왜', '왜']",-2,0.119 ,부정,O
519,오늘 가족들이랑 여행을 가기로 했는데 여행이 취소됐어. ,부정,3,"['가족', '여행', '여행']",0,[],3,0.953 ,긍정,X
520,공부를 못하니 진로를 정할 수가 없어.,부정,0,[],0,[],0,0.500 ,부정,O
521,이제 와서 노후준비를 하려니 막막하고 엄두가 나지 않아서 답답해.,부정,0,[],0,[],0,0.500 ,부정,O
522,부하직원이 바쁘다고 내가 요청한 업무는 미루더니 상사 요청 업무는 바로 처리하네. 조금 마음이 상하는데?,부정,1,['마음'],0,[],1,0.731 ,긍정,X
523,부모님이 이혼하실까봐 불안해.,부정,0,[],0,[],0,0.500 ,부정,O
524,노후 자금을 꽤 모았는데 이걸로 충분한가 싶네.,중립,0,[],0,[],0,0.500 ,부정,X
525,요즘 공부를 못 하겠어. 친구들이 나를 싫어해서 머리가 혼란스럽거든.,부정,1,['친구'],2,"['못', '혼란']",-1,0.269 ,부정,O
526,가족들 때문에 너무 짜증나.,부정,1,['가족'],0,[],1,0.731 ,긍정,X
527,명절도 다가오고 하니 가족들이 생각나네. 그동안 가족들과 왕래도 없이 혼자 생활하고 그래서 건강이 안 좋아.,부정,3,"['가족', '가족', '건강']",3,"['없이', '혼자', '안']",0,0.500 ,부정,O
528,요즘 몸이 계속 안 좋더니 결국 수술해야 된대.,부정,0,[],1,['안'],-1,0.269 ,부정,O
529,자식들에게 돈을 달라고 하고 싶은데 미안해.,부정,0,[],1,['미안'],-1,0.269 ,부정,O
530,아이를 낳고 아이와 한 번도 여행을 가지 못했어. 아이에게 너무 미안해.,부정,1,['여행'],1,['미안'],0,0.500 ,부정,O
531,내 무관심이 더 아내의 병을 악화시킨 거 같아. 나한테 화가 나.,부정,0,[],2,"['병', '화']",-2,0.119 ,부정,O
532,노후 준비를 위해서 저축을 해야 하는데 나가는 돈이 많아서 어쩔 줄 모르겠네.,부정,0,[],0,[],0,0.500 ,부정,O
533,은퇴 전에 직장동료들에게 감사 표시를 하고 싶어.,긍정,2,"['동료', '감사']",0,[],2,0.881 ,긍정,O
534,새 옷을 살 돈이 없어서 기워 입은 옷이 좀 창피하네.,부정,0,[],0,[],0,0.500 ,부정,O
535,지금 이게 현실인지 꿈인지 모르겠어.,중립,0,[],0,[],0,0.500 ,부정,X
536,집에서 일하던 중에 여자 친구 때문에 노트북이 떨어져 고장 나서 너무 슬퍼.,부정,1,['친구'],0,[],1,0.731 ,긍정,X
537,건강하다고 나름대로 생각했던 것 같은데 검진 결과가 안 좋게 나와서 너무 기분이 우울해.,부정,2,"['건강', '기분']",2,"['안', '우울']",0,0.500 ,부정,O
538,나 이번 달부터 연금 받거든. 그래서 느긋하게 여행 좀 다녀볼까 하고 알아보고 있어.,중립,1,['여행'],0,[],1,0.731 ,긍정,X
539,지난달에 길었던 연애 기간을 끝내고 결혼해 아내랑 같이 살기 시작하니 몸도 마음도 안정되는 거 같아.,긍정,2,"['연애', '마음']",0,[],2,0.881 ,긍정,O
540,이번 생일에 선물을 너무 많이 받아서 기뻐.,긍정,2,"['생일', '선물']",0,[],2,0.881 ,긍정,O
541,만성질환으로 병원비가 많이 필요한데 돈을 구할 때가 없어.,부정,0,[],1,['만성질환'],-1,0.269 ,부정,O
542,다른 친구들은 전공 수업을 잘 이해하는 것 같은데 나만 어려운 것 같아서 슬퍼.,부정,2,"['친구', '잘']",0,[],2,0.881 ,긍정,X
543,질환 치료에 돈이 많이 들더라고. 미리 보험에 가입하길 잘한 것 같아.,긍정,0,[],0,[],0,0.500 ,부정,X
544,딸과 오늘 또 싸웠어.,부정,0,[],0,[],0,0.500 ,부정,O
545,어제 지인 때문에 화가 많이 났었는데 가족들과 이야기한 후 그분을 이해할 수 있어서 정말 고마웠어.,긍정,1,['가족'],1,['화'],0,0.500 ,부정,X
546,몸의 감각이 둔해지니까 감정도 점점 마비된 것 같아.,부정,0,[],1,['마비'],-1,0.269 ,부정,O
547,아내가 아이를 갖고 싶지 않다고 해서 충격이야.,부정,0,[],1,['충격'],-1,0.269 ,부정,O
548,요즘 나 대학진학 관련해서 고민이 많아서 혼란스러워.,부정,0,[],2,"['고민', '혼란']",-2,0.119 ,부정,O
549,팬데믹 상황 때문에 딸 결혼식에 하객들도 별로 안 올 것 같아 걱정돼.,부정,0,[],3,"['별로', '안', '걱정']",-3,0.047 ,부정,O
550,몇 년 동안 나를 괴롭히던 유방암이 방사선 치료받고 완치되었어.,긍정,1,['완치'],0,[],1,0.731 ,긍정,O
551,남편하고 이혼하고 당장 잘 곳이 없어서 너무 곤란해. 부모님 집에 가면 걱정만 하실 것 같아서 가기 싫어.,부정,1,['잘'],1,['걱정'],0,0.500 ,부정,O
552,나는 선생님께 잘 보이고 싶어서 아는 문제인데도 질문을 해.,중립,1,['잘'],1,['문제'],0,0.500 ,부정,X
553,어제 동네마트를 갔다가 퇴근하는 남편을 보고서 손을 흔들었는데 남편이 갑자기 집 밖에 나올 때는 좀 더 차려입고 나오면 안 되냐고 타박을 했어.,부정,0,[],2,"['갑자기', '안']",-2,0.119 ,부정,O
554,항상 남을 미워하는 마음으로 살다 보니 정신 건강에 너무 안 좋은 것 같아.,부정,2,"['마음', '건강']",1,['안'],1,0.731 ,긍정,X
555,이제 곧 은퇴가 다가오는데 노후준비를 제대로 해놓지 못한 거 같아서 너무 괴로워.,부정,0,[],1,['제대로'],-1,0.269 ,부정,O
556,우리 가족 관계가 좋은지 잘 알 수 없어서 힘들어.,부정,2,"['가족', '잘']",0,[],2,0.881 ,긍정,X
557,아이가 교통사고를 당했어.,부정,0,[],1,['당하'],-1,0.269 ,부정,O
558,출산 때문에 어쩔 수 없이 오랫동안 다니던 직장을 그만뒀는데 후회돼.,부정,0,[],2,"['없이', '후회']",-2,0.119 ,부정,O
559,취업에 자꾸 실패해서 슬퍼.,부정,0,[],1,['실패'],-1,0.269 ,부정,O
560,취업 준비를 하는 데 겁이 나.,부정,0,[],1,['겁'],-1,0.269 ,부정,O
561,예순이 넘어도 돈 때문에 짜증 나는 건 여전하네.,부정,0,[],1,['짜증'],-1,0.269 ,부정,O
562,퇴직금으로 친구 사업에 투자를 했는데 사업이 망해서 친구가 도망갔어.,부정,2,"['친구', '친구']",0,[],2,0.881 ,긍정,X
563,나 이제 더는 사람 사귀는 게 두려워. 구역질 나.,부정,0,[],1,['구역질'],-1,0.269 ,부정,O
564,딸이 올해에도 취업하지 못할까 봐 걱정돼.,부정,0,[],1,['걱정'],-1,0.269 ,부정,O
565,우리 반에서 친구가 극단적인 선택을 했어. 보고만 있던 나 때문인 것 같아서 죄책감이 들어.,부정,1,['친구'],2,"['반', '죄책감']",-1,0.269 ,부정,O
566,오늘 이사 왔는데 아랫집에서 시끄럽다고 올라왔어. 뛰지도 않았는데 말이야.,부정,0,[],0,[],0,0.500 ,부정,O
567,결혼 후 가사 분담이 잘 이루어지지 않아서 실망스러워.,부정,0,[],1,['실망'],-1,0.269 ,부정,O
568,남편과의 관계가 편안해진 것 같아서 마음이 좋은 것 같아.,긍정,2,"['편안', '마음']",0,[],2,0.881 ,긍정,O
569,임신하니 스트레스 받는 상황이 늘었어.,부정,0,[],1,['스트레스'],-1,0.269 ,부정,O
570,직원 한 사람이 날 사랑한다고 고백을 하지 뭐야,긍정,1,['고백'],0,[],1,0.731 ,긍정,O
571,친구 커플이랑 제주도 여행 다녀왔어.,중립,2,"['친구', '여행']",0,[],2,0.881 ,긍정,X
572,내 동료들은 다들 너무 이기적이라서 짜증 나.,부정,1,['동료'],2,"['이기적', '짜증']",-1,0.269 ,부정,O
573,취직을 준비 중인데 넣을 곳이 없는 것 같아서 너무 기분이 가라앉는 것 같아.,부정,2,"['취직', '기분']",0,[],2,0.881 ,긍정,X
574,부장님에게 큰 실수를 한 것 같아서 괴로워.,부정,0,[],1,['실수'],-1,0.269 ,부정,O
575,이 나이가 되어 경제적으로 여유가 없으니 어디에도 당당히 나설 수가 없어.,부정,1,['여유'],1,['나이'],0,0.500 ,부정,O
576,친구가 세 명 이상 모이면 구설수가 많은 것 같아.,부정,1,['친구'],0,[],1,0.731 ,긍정,X
577,요즘 학교생활이 너무 구역질 나.,부정,0,[],1,['구역질'],-1,0.269 ,부정,O
578,우리 회사는 위계질서가 심해서 스트레스야.,부정,0,[],1,['스트레스'],-1,0.269 ,부정,O
579,건강 관리 때문에 스트레스받아.,부정,1,['건강'],1,['스트레스'],0,0.500 ,부정,O
580,나이가 들어갈수록 가족이 최고라는 생각이 들어.,중립,1,['가족'],1,['나이'],0,0.500 ,부정,X
581,친구들은 직장에 다니는데 나만 육아하니까 고립된 기분이야.,부정,2,"['친구', '기분']",0,[],2,0.881 ,긍정,X
582,친구한테 너무 열등감이 느껴져서 짜증나.,부정,1,['친구'],0,[],1,0.731 ,긍정,X
583,대장암으로 입원을 했다가 저번 달에 퇴원을 했어. 근데 오늘 아들도 대장암을 앓게 되어 입원했다는 소식을 들었어.,부정,0,[],0,[],0,0.500 ,부정,O
584,내가 결혼을 할 수 있을지 없을지 의문이야.,부정,0,[],0,[],0,0.500 ,부정,O
585,아들명의로 들었던 적금을 남편이 나 몰래 해약을 했어.,부정,0,[],0,[],0,0.500 ,부정,O
586,내가 친구를 의심해서 사이가 틀어졌어. 너무 죄책감이 들어서 사과하고 싶어.,부정,1,['친구'],1,['죄책감'],0,0.500 ,부정,O
587,연애가 이제는 두려워.,부정,1,['연애'],0,[],1,0.731 ,긍정,X
588,이렇게 혼자 살면서 가진 돈도 없고 자식들도 나 몰라라 하니 조금 서글프네.,부정,0,[],1,['혼자'],-1,0.269 ,부정,O
589,다들 날 무시해서 너무 짜증 나!,부정,0,[],2,"['무시', '짜증']",-2,0.119 ,부정,O
590,얼마 전에 새로 산 넥타이를 자식이 사준 거라고 친구에게 거짓말을 했어.,부정,1,['친구'],0,[],1,0.731 ,긍정,X
591,내가 약속을 계속 어겨서 남자친구랑 헤어졌어. 남자친구한테 너무 미안해.,부정,2,"['친구', '친구']",1,['미안'],1,0.731 ,긍정,X
592,나와 직장 동료 사이를 오해한 아내한테 뺨을 맞았어.,부정,1,['동료'],1,['오해'],0,0.500 ,부정,O
593,요즘 의욕이 없어.  많이 우울하고 외로워.,부정,0,[],1,['우울'],-1,0.269 ,부정,O
594,거래처에 보낼 서류가 마감 시간 전에 잘 도착했는지 걱정되고 불안하네.,부정,0,[],1,['걱정'],-1,0.269 ,부정,O
595,나도 사람들과 어울리고 싶은데 자꾸만 겉돌게 돼.,부정,0,[],0,[],0,0.500 ,부정,O
596,취업 준비를 해야 하는데 무엇부터 해야 할지 모르겠어.,부정,0,[],0,[],0,0.500 ,부정,O
597,동생이 내 차를 몰래 가지고 나갔다가 사고를 냈어. 내 허락도 없이 몰래 일을 저질렀는데 차도 심하게 망가져서 더 화가 나는 것 같아.,부정,0,[],2,"['없이', '화']",-2,0.119 ,부정,O
598,눈이 나빠져서 병원에 갔더니 백내장이 있고 눈에 뭔가 이상이 있다고 해.,부정,0,[],1,['백내장'],-1,0.269 ,부정,O
599,장염 때문에 화장실에 빨리 가야 하는데 지하철에서 사람들이 빨리빨리 움직이지 않아 너무 화가 나.,부정,0,[],2,"['빨리', '화']",-2,0.119 ,부정,O
